id,name,species,gender,height,mass,hair_color,eye_color,skin_color,birth_year,homeworld,year_died,description,birth_year_num,is_human
224,fiv star,ewok,female,0.94,21.5,black,black,pink,493.4BBY,rodia,590.5,A Ewok Female from Rodia.,493.4,Non-Human
225,sora talon,twi'lek,male,,70.3,,yellow,yellow,233.6BBY,sullust,318.2,A Twi'lek Male from Sullust.,233.6,Non-Human
226,finn talon,wookiee,female,2.09,150.9,grey,blue,dark,204.3BBY,crait,302.6,A Wookiee Female from Crait.,204.3,Non-Human
227,saw tano,hutt,hermaphrodite,3.38,1233.0,,orange,green,unknown,exegol,,A Hutt Hermaphrodite from Exegol.,,Non-Human
228,shaak erso,gungan,female,1.92,75.6,,orange,brown,102.2BBY,crait,188.1,A Gungan Female from Crait.,102.2,Non-Human
230,k-2 walker,twi'lek,male,1.88,68.6,,green,red,334.3BBY,dagobah,,A Twi'lek Male from Dagobah.,334.3,Non-Human
231,saw cody,gungan,female,1.79,,,yellow,brown,429.3ABY,rodia,,A Gungan Female from Rodia.,-429.3,Non-Human
232,kit fett,twi'lek,female,1.87,46.3,,blue,white,294.4BBY,kashyyyk,,A Twi'lek Female from Kashyyyk.,294.4,Non-Human
234,finn rex,jawa,female,1.08,52.7,,orange,brown,205.0BBY,crait,298.3,A Jawa Female from Crait.,205.0,Non-Human
235,saw windu,wookiee,female,2.2,146.9,black,blue,brown,382.2BBY,jakku,413.7,A Wookiee Female from Jakku.,382.2,Non-Human
236,sora windu,human,female,1.79,,,green,pale,256.8BBY,sullust,,A Human Female from Sullust.,256.8,Human
237,dax amidala,human,female,1.66,71.0,,hazel,tan,14.3BBY,alderaan,86.3,A Human Female from Alderaan.,14.3,Human
238,mace vader,rodian,female,1.6,60.4,,black,blue-green,403.2BBY,geonosis,453.8,A Rodian Female from Geonosis.,403.2,Non-Human
239,mon solo,twi'lek,male,1.89,57.0,,blue,yellow,364.2BBY,takodana,,A Twi'lek Male from Takodana.,364.2,Non-Human
240,bail mothma,human,female,1.72,90.2,auburn,blue,tan,117.2BBY,bespin,,A Human Female from Bespin.,117.2,Human
241,plo kenobi,human,male,1.94,64.0,grey,hazel,pale,60.2ABY,kashyyyk,,A Human Male from Kashyyyk.,-60.2,Human
242,rey solo,gungan,female,1.86,67.5,,orange,orange,489.2BBY,coruscant,,A Gungan Female from Coruscant.,489.2,Non-Human
243,plo cloud,gungan,female,1.86,81.7,,yellow,brown,80.9BBY,tatooine,,A Gungan Female from Tatooine.,80.9,Non-Human
244,dax amidala,ewok,male,1.02,20.5,black,black,pink,377.4BBY,endor,435.9,A Ewok Male from Endor.,377.4,Non-Human
246,rex talon,human,male,1.78,61.1,brown,grey,tan,56.5BBY,alderaan,156.1,A Human Male from Alderaan.,56.5,Human
247,mon ginn,wookiee,male,2.24,147.1,brown,brown,brown,482.4BBY,takodana,532.0,A Wookiee Male from Takodana.,482.4,Non-Human
248,baze rex,wookiee,female,2.38,116.8,brown,brown,dark,425.5BBY,sullust,,A Wookiee Female from Sullust.,425.5,Non-Human
249,rex fett,gungan,female,1.75,64.4,,yellow,orange,484.8BBY,kashyyyk,,A Gungan Female from Kashyyyk.,484.8,Non-Human
250,voolv windu,jawa,female,0.96,34.0,,orange,brown,223.1ABY,crait,321.8,A Jawa Female from Crait.,-223.1,Non-Human
251,poe mothma,human,male,2.05,74.3,blond,grey,dark,147.8BBY,coruscant,209.2,A Human Male from Coruscant.,147.8,Human
252,bodhi mothma,twi'lek,female,1.67,61.4,,yellow,white,261.9BBY,tatooine,316.8,A Twi'lek Female from Tatooine.,261.9,Non-Human
253,cody mothma,human,male,1.76,72.6,brown,brown,fair,198.6BBY,rodia,,A Human Male from Rodia.,198.6,Human
254,dax tano,rodian,female,,75.1,,black,green,30.7BBY,sullust,,A Rodian Female from Sullust.,30.7,Non-Human
255,bail ginn,hutt,hermaphrodite,3.99,879.8,,yellow,green,232.5BBY,bothawui,,A Hutt Hermaphrodite from Bothawui.,232.5,Non-Human
256,voolv fett,rodian,female,1.7,79.2,,black,green,339.8BBY,exegol,386.8,A Rodian Female from Exegol.,339.8,Non-Human
257,kira talon,twi'lek,female,1.8,53.8,,green,yellow,57.5BBY,alderaan,130.1,A Twi'lek Female from Alderaan.,57.5,Non-Human
259,kira koon,human,male,1.84,56.0,auburn,blue,light,326.7BBY,coruscant,379.7,A Human Male from Coruscant.,326.7,Human
260,sora solo,mon calamari,male,1.73,74.4,,yellow,salmon,358.2ABY,geonosis,,A Mon Calamari Male from Geonosis.,-358.2,Non-Human
261,luma windu,twi'lek,female,1.82,66.7,,blue,blue,465.3BBY,takodana,,A Twi'lek Female from Takodana.,465.3,Non-Human
262,shaak sky,rodian,female,,63.8,,black,blue-green,186.7BBY,kamino,277.1,A Rodian Female from Kamino.,186.7,Non-Human
263,rey tano,human,female,,40.8,brown,grey,pale,64.3ABY,crait,109.6,A Human Female from Crait.,-64.3,Human
264,jax koon,gungan,female,1.88,63.2,,yellow,orange,368.8BBY,geonosis,392.5,A Gungan Female from Geonosis.,368.8,Non-Human
265,mika dark,zabrak,male,,91.8,black,red,pale,348.7BBY,takodana,412.3,A Zabrak Male from Takodana.,348.7,Non-Human
266,mon dameron,gungan,female,1.68,,,yellow,orange,161.2BBY,crait,,A Gungan Female from Crait.,161.2,Non-Human
268,ahs talon,rodian,female,1.56,81.8,,black,blue-green,unknown,dagobah,,A Rodian Female from Dagobah.,,Non-Human
269,elow vader,human,female,2.11,34.2,grey,green,tan,153.5BBY,geonosis,,A Human Female from Geonosis.,153.5,Human
270,dax amidala,human,female,1.62,86.4,,grey,dark,187.5BBY,hoth,276.1,A Human Female from Hoth.,187.5,Human
271,k-2 vader,human,male,1.68,79.4,grey,blue,dark,343.4ABY,rodia,,A Human Male from Rodia.,-343.4,Human
272,k-2 dameron,wookiee,male,2.15,,white,blue,brown,83.0BBY,rodia,,A Wookiee Male from Rodia.,83.0,Non-Human
273,kira amidala,jawa,female,0.61,35.7,,yellow,unknown,364.4BBY,mon cala,,A Jawa Female from Mon Cala.,364.4,Non-Human
274,saw organa,gungan,female,1.79,63.5,,orange,orange,20.3BBY,dagobah,,A Gungan Female from Dagobah.,20.3,Non-Human
275,zen star,wookiee,female,2.35,99.4,brown,brown,brown,67.3BBY,crait,,A Wookiee Female from Crait.,67.3,Non-Human
276,poe erso,human,male,1.66,84.7,,blue,tan,412.4BBY,kashyyyk,447.3,A Human Male from Kashyyyk.,412.4,Human
277,cody star,human,male,,63.2,brown,brown,pale,484.3BBY,exegol,,A Human Male from Exegol.,484.3,Human
278,plo fett,human,male,,80.5,grey,grey,dark,77.1BBY,dagobah,149.2,A Human Male from Dagobah.,77.1,Human
279,finn talon,zabrak,male,,65.5,,yellow,tan,257.8BBY,sullust,,A Zabrak Male from Sullust.,257.8,Non-Human
280,voolv tano,human,female,1.83,56.2,black,hazel,pale,22.0BBY,kamino,94.7,A Human Female from Kamino.,22.0,Human
281,poe dark,ewok,male,0.88,17.3,white,black,brown,unknown,sullust,177.2,A Ewok Male from Sullust.,,Non-Human
282,bail organa,wookiee,male,,150.5,brown,brown,brown,unknown,jakku,,A Wookiee Male from Jakku.,,Non-Human
283,rey windu,human,male,1.63,73.6,blond,blue,dark,145.6ABY,bespin,197.2,A Human Male from Bespin.,-145.6,Human
284,poe solo,jawa,female,0.98,51.5,,orange,unknown,477.6BBY,mon cala,,A Jawa Female from Mon Cala.,477.6,Non-Human
285,poe mothma,twi'lek,male,1.83,73.4,,brown,red,145.7BBY,coruscant,,A Twi'lek Male from Coruscant.,145.7,Non-Human
286,yora dark,human,female,1.88,81.4,black,hazel,dark,216.8BBY,kashyyyk,245.5,A Human Female from Kashyyyk.,216.8,Human
287,cass amidala,twi'lek,male,1.83,54.1,,brown,blue,89.3BBY,geonosis,,A Twi'lek Male from Geonosis.,89.3,Non-Human
288,chir wind,human,female,1.87,55.3,blond,brown,pale,460.4BBY,sullust,551.3,A Human Female from Sullust.,460.4,Human
289,ahs rex,wookiee,female,2.36,64.0,grey,brown,dark,323.3BBY,bothawui,377.3,A Wookiee Female from Bothawui.,323.3,Non-Human
290,plo star,hutt,hermaphrodite,3.38,899.0,,yellow,tan,180.3BBY,sullust,,A Hutt Hermaphrodite from Sullust.,180.3,Non-Human
291,jax moon,wookiee,female,2.27,120.2,brown,blue,dark,247.6BBY,naboo,312.6,A Wookiee Female from Naboo.,247.6,Non-Human
292,elow talon,human,female,1.81,58.6,black,brown,fair,303.7BBY,exegol,329.9,A Human Female from Exegol.,303.7,Human
293,fox talon,jawa,female,0.97,19.4,,orange,unknown,193.7ABY,tatooine,,A Jawa Female from Tatooine.,-193.7,Non-Human
294,dax cody,ewok,female,0.89,12.2,grey,brown,brown,315.9ABY,mon cala,,A Ewok Female from Mon Cala.,-315.9,Non-Human
295,elow fett,rodian,female,1.57,78.4,,black,green,470.0BBY,naboo,566.3,A Rodian Female from Naboo.,470.0,Non-Human
296,dax ti,gungan,female,1.91,66.8,,orange,orange,250.7BBY,sullust,,A Gungan Female from Sullust.,250.7,Non-Human
297,dax storm,gungan,female,1.73,52.1,,yellow,brown,479.5BBY,naboo,,A Gungan Female from Naboo.,479.5,Non-Human
298,echo tano,human,female,1.69,102.2,,hazel,tan,300.4ABY,bespin,347.4,A Human Female from Bespin.,-300.4,Human
299,plo walker,human,male,2.09,77.2,black,brown,tan,420.7BBY,dagobah,,A Human Male from Dagobah.,420.7,Human
300,bodhi tano,rodian,male,1.75,64.1,,black,blue-green,336.1ABY,alderaan,415.2,A Rodian Male from Alderaan.,-336.1,Non-Human
301,poe dameron,hutt,hermaphrodite,3.88,1172.6,,yellow,tan,307.8BBY,crait,392.4,A Hutt Hermaphrodite from Crait.,307.8,Non-Human
302,elow moon,human,male,2.04,58.5,grey,green,light,373.5BBY,alderaan,,A Human Male from Alderaan.,373.5,Human
303,jyn sun,gungan,female,1.85,65.9,,yellow,brown,84.8ABY,mon cala,,A Gungan Female from Mon Cala.,-84.8,Non-Human
304,mika windu,human,female,1.83,42.4,brown,grey,dark,181.7ABY,kamino,,A Human Female from Kamino.,-181.7,Human
305,k-2 sun,human,male,1.79,85.0,auburn,blue,pale,44.0BBY,kashyyyk,,A Human Male from Kashyyyk.,44.0,Human
307,sora kenobi,jawa,male,0.72,,,yellow,brown,394.1ABY,exegol,427.2,A Jawa Male from Exegol.,-394.1,Non-Human
308,fox wind,human,female,1.44,67.1,black,brown,dark,317.3ABY,naboo,390.4,A Human Female from Naboo.,-317.3,Human
309,dax storm,rodian,female,1.72,81.1,,black,green,86.1BBY,coruscant,173.7,A Rodian Female from Coruscant.,86.1,Non-Human
310,kit dark,ewok,female,0.76,20.7,grey,brown,pink,303.3BBY,mon cala,,A Ewok Female from Mon Cala.,303.3,Non-Human
311,mace sky,jawa,female,1.03,24.7,,orange,brown,unknown,jakku,,A Jawa Female from Jakku.,,Non-Human
312,kit koon,human,male,1.78,104.2,brown,grey,pale,330.6BBY,takodana,,A Human Male from Takodana.,330.6,Human
313,kit wind,zabrak,male,1.75,,black,yellow,pale,420.0BBY,mon cala,,A Zabrak Male from Mon Cala.,420.0,Non-Human
314,elow amidala,human,male,1.88,76.3,auburn,green,light,unknown,dagobah,,A Human Male from Dagobah.,,Human
315,jax sky,human,female,1.62,53.8,blond,grey,light,unknown,dagobah,396.1,A Human Female from Dagobah.,,Human
316,finn vader,human,male,1.9,77.6,grey,grey,tan,377.7BBY,bothawui,,A Human Male from Bothawui.,377.7,Human
317,rey amidala,human,male,1.59,48.0,grey,brown,fair,338.0ABY,tatooine,372.8,A Human Male from Tatooine.,-338.0,Human
318,elow sky,ewok,male,,15.9,white,brown,pink,471.8ABY,jakku,527.0,A Ewok Male from Jakku.,-471.8,Non-Human
319,qui kenobi,gungan,male,1.8,,,yellow,orange,362.7BBY,crait,,A Gungan Male from Crait.,362.7,Non-Human
320,elow tano,zabrak,male,1.83,79.8,black,yellow,tan,205.4BBY,naboo,,A Zabrak Male from Naboo.,205.4,Non-Human
322,cass windu,wookiee,female,,92.7,black,brown,dark,115.1BBY,jakku,,A Wookiee Female from Jakku.,115.1,Non-Human
323,zen talon,hutt,hermaphrodite,2.73,1185.7,,orange,brown,422.9BBY,alderaan,,A Hutt Hermaphrodite from Alderaan.,422.9,Non-Human
324,ahs born,hutt,hermaphrodite,3.34,1259.4,,yellow,tan,146.2BBY,endor,205.2,A Hutt Hermaphrodite from Endor.,146.2,Non-Human
325,finn storm,hutt,hermaphrodite,2.94,818.1,,yellow,brown,unknown,hoth,,A Hutt Hermaphrodite from Hoth.,,Non-Human
326,luma sun,twi'lek,female,1.79,49.9,,yellow,white,413.3ABY,alderaan,470.2,A Twi'lek Female from Alderaan.,-413.3,Non-Human
327,yora organa,wookiee,male,2.26,124.4,white,blue,dark,29.3BBY,jakku,117.0,A Wookiee Male from Jakku.,29.3,Non-Human
328,luma dark,gungan,male,,62.4,,orange,brown,483.4BBY,rodia,575.0,A Gungan Male from Rodia.,483.4,Non-Human
329,saw andor,human,female,1.85,65.0,,hazel,light,unknown,tatooine,173.0,A Human Female from Tatooine.,,Human
330,poe erso,hutt,hermaphrodite,4.38,,,yellow,green,275.6BBY,kashyyyk,339.0,A Hutt Hermaphrodite from Kashyyyk.,275.6,Non-Human
331,dax vader,jawa,female,1.12,44.2,,yellow,unknown,300.3ABY,endor,,A Jawa Female from Endor.,-300.3,Non-Human
332,kira light,rodian,male,1.59,59.3,,black,blue-green,426.4BBY,takodana,,A Rodian Male from Takodana.,426.4,Non-Human
333,finn rex,human,female,1.83,76.3,grey,brown,light,409.5BBY,geonosis,,A Human Female from Geonosis.,409.5,Human
334,cass fisto,mon calamari,female,1.79,,,yellow,brown,unknown,bothawui,,A Mon Calamari Female from Bothawui.,,Non-Human
335,mika windu,mon calamari,female,,68.3,,blue,blue,81.6ABY,endor,,A Mon Calamari Female from Endor.,-81.6,Non-Human
336,bail cloud,zabrak,male,1.79,73.7,,yellow,red,294.5BBY,kashyyyk,,A Zabrak Male from Kashyyyk.,294.5,Non-Human
337,qui sun,human,male,1.65,72.2,black,grey,tan,158.9BBY,exegol,196.0,A Human Male from Exegol.,158.9,Human
339,elow moon,zabrak,male,1.79,69.7,,yellow,pale,unknown,bespin,,A Zabrak Male from Bespin.,,Non-Human
340,yora tano,human,female,1.82,68.7,auburn,brown,tan,177.9BBY,kamino,212.1,A Human Female from Kamino.,177.9,Human
341,plo andor,wookiee,female,2.19,116.7,grey,brown,brown,114.7BBY,dagobah,,A Wookiee Female from Dagobah.,114.7,Non-Human
342,ahs cody,mon calamari,female,1.78,69.8,,orange,brown,386.4BBY,naboo,448.1,A Mon Calamari Female from Naboo.,386.4,Non-Human
343,qui talon,rodian,female,1.67,75.5,,black,blue-green,343.6ABY,mon cala,,A Rodian Female from Mon Cala.,-343.6,Non-Human
344,padm dark,twi'lek,female,,44.1,,brown,blue,171.1BBY,jakku,256.7,A Twi'lek Female from Jakku.,171.1,Non-Human
345,saw koon,rodian,female,1.69,77.5,,black,blue-green,unknown,bespin,,A Rodian Female from Bespin.,,Non-Human
346,rey walker,gungan,male,2.02,77.3,,orange,orange,unknown,alderaan,,A Gungan Male from Alderaan.,,Non-Human
347,bodhi star,ewok,male,,25.9,brown,brown,brown,372.4ABY,hoth,463.3,A Ewok Male from Hoth.,-372.4,Non-Human
348,ahs vader,human,female,2.05,105.8,brown,grey,dark,47.1BBY,coruscant,122.9,A Human Female from Coruscant.,47.1,Human
349,zen dameron,human,male,1.69,73.4,auburn,green,light,415.0ABY,kashyyyk,,A Human Male from Kashyyyk.,-415.0,Human
350,fiv wind,human,male,1.79,97.3,,green,tan,170.0ABY,rodia,195.0,A Human Male from Rodia.,-170.0,Human
351,chir organa,hutt,hermaphrodite,2.43,1341.0,,yellow,tan,311.2BBY,crait,371.0,A Hutt Hermaphrodite from Crait.,311.2,Non-Human
353,rey fett,human,female,1.91,59.2,,blue,pale,140.3BBY,kamino,,A Human Female from Kamino.,140.3,Human
354,mace dark,human,male,1.79,92.4,black,blue,light,unknown,bespin,488.5,A Human Male from Bespin.,,Human
355,kira ti,jawa,male,,50.2,,orange,unknown,313.0BBY,geonosis,374.5,A Jawa Male from Geonosis.,313.0,Non-Human
356,padm tano,jawa,female,1.12,37.6,,yellow,unknown,61.2BBY,takodana,84.8,A Jawa Female from Takodana.,61.2,Non-Human
357,bodhi star,rodian,male,1.71,50.7,,black,green,unknown,exegol,,A Rodian Male from Exegol.,,Non-Human
358,zen dark,gungan,female,1.99,65.9,,yellow,orange,19.4BBY,rodia,83.8,A Gungan Female from Rodia.,19.4,Non-Human
359,cody solo,human,male,1.64,89.3,black,brown,light,349.4BBY,tatooine,400.2,A Human Male from Tatooine.,349.4,Human
360,mace cody,zabrak,male,1.69,72.1,black,red,tan,unknown,bothawui,,A Zabrak Male from Bothawui.,,Non-Human
361,yora amidala,human,male,1.76,,grey,hazel,pale,126.0BBY,bespin,224.3,A Human Male from Bespin.,126.0,Human
362,poe ti,wookiee,male,2.32,83.3,grey,brown,dark,280.4ABY,jakku,,A Wookiee Male from Jakku.,-280.4,Non-Human
363,poe storm,jawa,male,1.2,37.6,,yellow,brown,109.5BBY,kashyyyk,175.6,A Jawa Male from Kashyyyk.,109.5,Non-Human
364,mika talon,gungan,female,2.01,62.7,,yellow,orange,151.9ABY,rodia,,A Gungan Female from Rodia.,-151.9,Non-Human
365,saw dameron,human,female,1.83,63.2,,grey,tan,60.0BBY,coruscant,,A Human Female from Coruscant.,60.0,Human
366,qui mothma,mon calamari,female,1.85,61.3,,orange,brown,unknown,endor,,A Mon Calamari Female from Endor.,,Non-Human
367,cass cloud,hutt,hermaphrodite,4.16,1151.3,,orange,green,195.2BBY,endor,,A Hutt Hermaphrodite from Endor.,195.2,Non-Human
368,bodhi moon,twi'lek,female,1.69,57.5,,green,yellow,140.4ABY,geonosis,201.7,A Twi'lek Female from Geonosis.,-140.4,Non-Human
369,ahs ginn,wookiee,male,2.19,114.6,black,blue,brown,111.6BBY,takodana,,A Wookiee Male from Takodana.,111.6,Non-Human
370,rey solo,rodian,female,1.82,56.9,,black,blue-green,unknown,jakku,,A Rodian Female from Jakku.,,Non-Human
371,jax wind,human,female,1.65,78.7,grey,grey,light,327.4BBY,takodana,386.6,A Human Female from Takodana.,327.4,Human
372,elow fisto,mon calamari,male,1.78,94.1,,blue,brown,170.1ABY,endor,263.9,A Mon Calamari Male from Endor.,-170.1,Non-Human
373,saw dark,zabrak,male,1.82,87.6,,red,yellow,104.2ABY,rodia,178.4,A Zabrak Male from Rodia.,-104.2,Non-Human
374,baze kenobi,human,male,1.62,89.9,,blue,tan,58.3BBY,jakku,,A Human Male from Jakku.,58.3,Human
375,mika koon,gungan,male,,62.2,,yellow,orange,210.9BBY,hoth,231.9,A Gungan Male from Hoth.,210.9,Non-Human
376,zen born,jawa,male,0.93,28.9,,orange,unknown,236.9BBY,naboo,,A Jawa Male from Naboo.,236.9,Non-Human
377,fiv koon,twi'lek,female,1.81,48.9,,brown,red,111.2ABY,bespin,,A Twi'lek Female from Bespin.,-111.2,Non-Human
378,mon ti,zabrak,male,1.9,68.0,,yellow,red,37.7BBY,tatooine,,A Zabrak Male from Tatooine.,37.7,Non-Human
379,shaak moon,human,male,,60.4,auburn,green,tan,unknown,exegol,,A Human Male from Exegol.,,Human
380,fiv koon,human,male,1.8,,brown,hazel,fair,217.8ABY,naboo,,A Human Male from Naboo.,-217.8,Human
381,bail storm,zabrak,female,1.67,82.1,,red,red,44.2BBY,hoth,111.1,A Zabrak Female from Hoth.,44.2,Non-Human
382,kit fett,human,male,1.71,85.0,auburn,blue,light,465.6BBY,mon cala,501.3,A Human Male from Mon Cala.,465.6,Human
383,k-2 koon,zabrak,male,1.66,90.2,,red,yellow,426.0BBY,exegol,469.4,A Zabrak Male from Exegol.,426.0,Non-Human
384,poe star,human,male,1.8,,blond,grey,light,363.6BBY,bespin,463.1,A Human Male from Bespin.,363.6,Human
385,jyn light,wookiee,male,,121.6,white,brown,dark,456.5BBY,geonosis,517.8,A Wookiee Male from Geonosis.,456.5,Non-Human
386,ahs rex,wookiee,female,,107.1,brown,brown,dark,483.1BBY,hoth,532.4,A Wookiee Female from Hoth.,483.1,Non-Human
387,rey born,wookiee,male,2.04,117.0,white,brown,dark,56.1BBY,tatooine,,A Wookiee Male from Tatooine.,56.1,Non-Human
389,elow cloud,ewok,male,0.81,25.0,black,black,brown,25.2ABY,hoth,,A Ewok Male from Hoth.,-25.2,Non-Human
390,baze cody,hutt,hermaphrodite,3.75,1464.1,,orange,tan,429.3ABY,exegol,457.0,A Hutt Hermaphrodite from Exegol.,-429.3,Non-Human
391,yora amidala,human,female,1.78,78.1,black,blue,pale,328.5ABY,hoth,407.7,A Human Female from Hoth.,-328.5,Human
392,kira mothma,mon calamari,male,1.82,68.0,,yellow,brown,58.6BBY,mon cala,,A Mon Calamari Male from Mon Cala.,58.6,Non-Human
393,poe fisto,mon calamari,male,,80.8,,blue,salmon,374.5BBY,alderaan,414.6,A Mon Calamari Male from Alderaan.,374.5,Non-Human
394,baze light,ewok,female,,15.1,white,brown,brown,224.9BBY,jakku,259.3,A Ewok Female from Jakku.,224.9,Non-Human
395,rex fett,human,female,1.64,73.9,black,grey,tan,125.3BBY,sullust,,A Human Female from Sullust.,125.3,Human
396,sora talon,zabrak,female,1.92,75.0,black,brown,tan,156.2BBY,mon cala,184.2,A Zabrak Female from Mon Cala.,156.2,Non-Human
397,cass kenobi,wookiee,female,2.4,124.3,brown,blue,brown,150.3BBY,geonosis,227.0,A Wookiee Female from Geonosis.,150.3,Non-Human
398,rex fisto,gungan,male,1.95,62.2,,yellow,orange,163.7BBY,bothawui,248.1,A Gungan Male from Bothawui.,163.7,Non-Human
399,luma fisto,gungan,female,1.82,79.6,,yellow,orange,138.9ABY,kashyyyk,,A Gungan Female from Kashyyyk.,-138.9,Non-Human
401,finn windu,zabrak,male,1.8,72.2,,brown,tan,456.2ABY,takodana,,A Zabrak Male from Takodana.,-456.2,Non-Human
402,toro ginn,twi'lek,female,1.8,56.5,,green,green,428.4ABY,takodana,,A Twi'lek Female from Takodana.,-428.4,Non-Human
403,finn andor,human,female,1.49,75.2,auburn,grey,tan,240.5BBY,dagobah,,A Human Female from Dagobah.,240.5,Human
404,baze cloud,mon calamari,female,1.91,71.0,,yellow,brown,496.1BBY,tatooine,547.4,A Mon Calamari Female from Tatooine.,496.1,Non-Human
405,k-2 born,rodian,male,1.68,49.7,,black,blue-green,488.5BBY,alderaan,,A Rodian Male from Alderaan.,488.5,Non-Human
406,cody amidala,zabrak,male,1.79,71.0,black,yellow,tan,156.5BBY,exegol,,A Zabrak Male from Exegol.,156.5,Non-Human
407,mace moon,jawa,male,1.16,25.4,,yellow,brown,unknown,rodia,531.2,A Jawa Male from Rodia.,,Non-Human
408,jyn born,human,male,1.66,,brown,grey,light,unknown,bothawui,154.2,A Human Male from Bothawui.,,Human
409,fox ti,jawa,male,0.79,30.6,,yellow,unknown,406.2BBY,hoth,,A Jawa Male from Hoth.,406.2,Non-Human
410,rey born,wookiee,male,2.36,95.7,black,blue,brown,17.5BBY,hoth,,A Wookiee Male from Hoth.,17.5,Non-Human
411,ahs andor,gungan,female,,62.1,,yellow,orange,99.2ABY,rodia,142.2,A Gungan Female from Rodia.,-99.2,Non-Human
412,toro walker,twi'lek,female,1.73,57.9,,yellow,blue,88.7ABY,alderaan,163.8,A Twi'lek Female from Alderaan.,-88.7,Non-Human
413,jyn star,gungan,male,,63.7,,yellow,orange,22.9BBY,endor,62.7,A Gungan Male from Endor.,22.9,Non-Human
414,shaak talon,wookiee,male,2.04,148.3,grey,blue,brown,140.4BBY,exegol,161.4,A Wookiee Male from Exegol.,140.4,Non-Human
415,rey ginn,ewok,male,0.95,26.4,black,black,pink,181.1BBY,takodana,209.1,A Ewok Male from Takodana.,181.1,Non-Human
416,saw tano,gungan,female,,,,yellow,brown,335.3BBY,jakku,359.6,A Gungan Female from Jakku.,335.3,Non-Human
417,echo cody,jawa,female,0.95,29.6,,orange,unknown,417.1BBY,hoth,487.1,A Jawa Female from Hoth.,417.1,Non-Human
418,rex wind,human,female,1.74,,,brown,pale,147.4BBY,kamino,,A Human Female from Kamino.,147.4,Human
419,rex storm,ewok,female,,28.5,white,black,pink,112.6BBY,bothawui,204.5,A Ewok Female from Bothawui.,112.6,Non-Human
420,cass cloud,rodian,female,1.68,81.0,,black,green,297.3BBY,geonosis,,A Rodian Female from Geonosis.,297.3,Non-Human
421,fox light,twi'lek,male,1.72,83.6,,blue,yellow,unknown,sullust,237.8,A Twi'lek Male from Sullust.,,Non-Human
422,qui star,jawa,female,1.06,28.5,,yellow,brown,318.1ABY,takodana,339.0,A Jawa Female from Takodana.,-318.1,Non-Human
423,kira fett,wookiee,male,2.29,98.3,black,brown,brown,161.8ABY,crait,,A Wookiee Male from Crait.,-161.8,Non-Human
424,bail erso,human,male,1.73,80.1,auburn,green,pale,420.7BBY,kashyyyk,495.7,A Human Male from Kashyyyk.,420.7,Human
425,kit windu,twi'lek,female,1.84,64.6,,green,pink,194.0ABY,jakku,239.9,A Twi'lek Female from Jakku.,-194.0,Non-Human
426,cass organa,jawa,female,0.93,35.8,,yellow,brown,104.9BBY,bespin,,A Jawa Female from Bespin.,104.9,Non-Human
427,echo cloud,rodian,female,1.74,68.1,,black,green,292.7BBY,hoth,372.5,A Rodian Female from Hoth.,292.7,Non-Human
428,ahs ti,hutt,hermaphrodite,3.4,1293.0,,yellow,tan,208.4BBY,sullust,,A Hutt Hermaphrodite from Sullust.,208.4,Non-Human
429,saw windu,zabrak,male,1.92,70.8,black,yellow,tan,106.6BBY,kamino,136.7,A Zabrak Male from Kamino.,106.6,Non-Human
430,kira cloud,gungan,male,1.94,87.0,,orange,orange,331.1ABY,sullust,,A Gungan Male from Sullust.,-331.1,Non-Human
431,jax andor,human,female,1.61,62.0,grey,hazel,pale,unknown,naboo,385.1,A Human Female from Naboo.,,Human
432,mika amidala,mon calamari,male,1.81,67.1,,blue,brown,404.3BBY,tatooine,434.4,A Mon Calamari Male from Tatooine.,404.3,Non-Human
433,kira andor,rodian,female,1.61,65.4,,black,green,312.1BBY,tatooine,335.7,A Rodian Female from Tatooine.,312.1,Non-Human
434,echo sky,jawa,female,1.12,32.3,,orange,brown,413.8BBY,sullust,,A Jawa Female from Sullust.,413.8,Non-Human
435,kira erso,rodian,female,1.71,79.2,,black,blue-green,102.2BBY,rodia,163.2,A Rodian Female from Rodia.,102.2,Non-Human
436,fiv born,ewok,male,1.07,13.5,black,black,brown,307.3ABY,tatooine,,A Ewok Male from Tatooine.,-307.3,Non-Human
437,zen sky,human,male,1.92,50.5,grey,hazel,tan,150.6BBY,dagobah,,A Human Male from Dagobah.,150.6,Human
438,elow ti,mon calamari,female,1.79,86.7,,yellow,blue,unknown,kamino,,A Mon Calamari Female from Kamino.,,Non-Human
439,bodhi amidala,rodian,female,1.74,72.0,,black,green,309.2BBY,jakku,367.4,A Rodian Female from Jakku.,309.2,Non-Human
440,fiv talon,zabrak,male,1.63,,black,yellow,red,152.2BBY,sullust,212.9,A Zabrak Male from Sullust.,152.2,Non-Human
441,mika ti,human,male,1.68,85.3,brown,hazel,tan,284.5ABY,geonosis,,A Human Male from Geonosis.,-284.5,Human
442,dax cloud,human,female,1.55,82.4,auburn,grey,pale,97.2BBY,bespin,,A Human Female from Bespin.,97.2,Human
443,yora organa,human,female,1.61,85.1,auburn,hazel,fair,24.9BBY,geonosis,113.5,A Human Female from Geonosis.,24.9,Human
444,zen star,human,female,1.64,67.3,brown,green,tan,104.2BBY,bothawui,,A Human Female from Bothawui.,104.2,Human
